Lake,Code,Sample_Date,Latitude,Longitude,Chla,S2_Datetime,AOT_Best_Pixel,Cloud_Mask_Best_Pixel,Cloud_Prob_Best_Pixel,DW_LC_Label,DW_Water_Probability,Dark_Pixel_Best_Pixel,Days_Difference,Lat_Best_Pixel,Long_Best_Pixel,NDWI_Best_Pixel,S2_GEE_ID,S2_Product_Id,Shadow_Best_Pixel,Water_Occurence_Best_Pixel,signature_label,Sample_Datetime,Manual_Haze_Check,Manual_Shadow_Check,Manual_Snow_Check,AC,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Index_1,Index_10,Index_100,Index_101,Index_102,Index_103,Index_104,Index_105,Index_106,Index_107,Index_108,Index_109,Index_11,Index_110,Index_111,Index_112,Index_12,Index_13,Index_14,Index_15,Index_16,Index_17,Index_18,Index_19,Index_2,Index_20,Index_21,Index_22,Index_23,Index_24,Index_25,Index_26,Index_27,Index_28,Index_29,Index_3,Index_30,Index_31,Index_32,Index_33,Index_34,Index_35,Index_36,Index_37,Index_38,Index_39,Index_4,Index_40,Index_41,Index_42,Index_43,Index_44,Index_45,Index_46,Index_47,Index_48,Index_49,Index_5,Index_50,Index_51,Index_52,Index_53,Index_54,Index_55,Index_56,Index_57,Index_58,Index_59,Index_6,Index_60,Index_61,Index_62,Index_63,Index_64,Index_65,Index_66,Index_67,Index_68,Index_69,Index_7,Index_70,Index_71,Index_72,Index_73,Index_74,Index_75,Index_76,Index_77,Index_78,Index_79,Index_8,Index_80,Index_81,Index_82,Index_83,Index_84,Index_85,Index_86,Index_87,Index_88,Index_89,Index_9,Index_90,Index_91,Index_92,Index_93,Index_94,Index_95,Index_96,Index_97,Index_98,Index_99
Laguna de Río Seco,P-8,2020-06-24,37.052218,-3.345488,0.258,2020-06-22 11:10:00,142.0,0.0,12.0,0.0,0.3934338337276131,1.0,2.0,37.05211926032469,-3.3456092287928088,0.9166666865348816,20200622T105631_20200622T110906_T30SVG,S2A_MSIL1C_20200622T105631_N0209_R094_T30SVG_20200622T133306,0.0,-1.0,0.0,2020-06-24 12:00:00,False,False,True,TOA,0.1166,0.0248000007122755,0.0137999998405575,0.0687000006437301,0.0590000003576278,0.0399999991059303,0.0313000008463859,0.0270000007003545,0.026300000026822,0.0266999993473291,0.0217000003904104,-0.0021999990567564,0.6674999986030161,0.3828238687101429,-0.0002174999564886,0.0133440657439878,0.0156333307425181,-0.0019319991096854,-0.0019319991096854,0.0017800003290176,-32.38641244811528,-45.88798686017925,8.002394861047156,1.4575000712461783,7.314131130169891,-83.29801441939343,8.526448489948827,1.1644067835136584,-0.1876197747597885,-0.1220196110149049,-6.948880366411423,1.3656974207780108,1.5105262972146205,-0.1827555538230039,-0.1220196110149049,-0.0018499987199902,0.9030155000142752,0.1220196110149049,-18.4742951850593,-24.794788490965963,-0.1507907066640432,-0.0097000002861022,-0.1433046090213052,0.4864407010819506,1.5231205236352334,-0.0759592812062635,0.0026999991387128,0.1876197747597886,1.2779552084436738,0.0479999994859099,0.0438999999314546,0.0219499999657273,0.0412500002421438,0.5305084857061243,0.4576271277405824,0.1919192056025356,0.3635640495731527,0.8588064018164233,0.3860322484914432,0.619591069588148,-0.0017666657765706,0.4457627096170325,0.3768961624445659,-0.1994003008548983,-0.3768961624445659,0.1806797781779558,-0.7094407041233927,-0.1003196106244945,1.4750000419095168,-0.0367196106304549,-0.0557196118821525,-0.0644196101416968,-0.1659197743693781,-0.1300197738865805,-0.1346197735229922,-0.139219775022049,0.0648000007495284,0.1151000028476119,0.1108000027015805,0.7825000386498877,0.0918000014498829,-0.0907196101685189,-0.0690196097781085,-0.1023197743753386,0.0838000020012259,-89.94255117136862,-0.0086999982595443,-1.3656974207780108,1.0736037989208356,1.068859198206075,0.6750000325962908,1.0680907868281593,1.068529742534195,0.5822416118067517,0.4864407010819506,-0.2640294535777078,0.1220196110149049,0.6779660824317079,0.9121212292253916,0.3307692825706111,0.3649635880040749,0.6575000153668228,0.985018751674724,0.4556040837423561,-0.073756432795014,0.0190000012516975,-0.1855351012478532,-0.2965964159627784,-0.0759592812062635,-0.0749044019637682,798.7220409829533,925.9259226043372,0.542500021886081,5.3028716401483305,4.635371641545314,2.425633746419494,0.0204000025987625,0.0636999998241663,-0.901059045999108,1.520912511982368,1.3144104855587797,1.463533256744504,0.3158660871481498
Laguna de Río Seco,P-8,2020-06-24,37.052218,-3.345488,0.258,2020-06-27 11:10:00,129.0,0.0,2.0,8.0,0.1774124838411808,1.0,3.0,37.05211926032469,-3.3456092287928088,0.101939745247364,20200627T105619_20200627T111033_T30SVG,S2B_MSIL1C_20200627T105619_N0209_R094_T30SVG_20200627T130949,0.0,-1.0,1.0,2020-06-24 12:00:00,False,False,True,TOA,0.1332,0.0961999967694282,0.0834999978542327,0.1463000029325485,0.1435000002384185,0.1316000074148178,0.1264999955892563,0.1105000004172325,0.1111999973654747,0.119499996304512,0.1106000021100044,0.0054499916732311,0.9080546320019176,0.7600819899965645,-0.000127500295639,0.0120152694694066,0.0163533488909403,0.0055515918880701,0.0055515918880701,0.0030799955129623,-32.366985449574884,-45.927664278113845,8.01384072672948,1.8009117222876634,7.326424310436099,-83.30150915347262,8.530013889227806,1.0195122138639572,-0.0338522109608454,-0.019759828617596,-0.30635484916764,0.2676441143383087,1.2352944859409338,-0.0340666584203419,-0.019759828617596,0.00509999319911,0.9030918098926544,0.019759828617596,-2.857568283692026,-27.839006337523443,-0.033882846964351,-0.0028000026941299,-0.0724637856281335,0.1024389929847202,1.9044895313731027,-0.0096618449395878,0.0085999965667724,0.0338522109608454,1.0403163004220268,0.1308000013232231,0.0501000061631202,0.0250500030815601,0.1149000003933906,0.8815330688437799,0.7700348448337415,0.0432569701655578,0.332995407527118,0.9808612259876652,0.3446214823093237,0.6456650299194776,0.0061533252398173,0.7749128723395197,0.0912547690090518,-0.0481880164519261,-0.0912547690090518,0.305647844055922,-0.4689751488356968,0.0908401734924084,1.090425472288088,0.2349401689862972,0.2230401761626965,0.2179401643371349,0.076747791149159,0.2038477819938855,0.2032477867384153,0.196247787453671,0.2475499995052814,0.3859499879181385,0.3699499927461147,0.9612461129315464,0.3580499999225139,0.1067401669716602,0.2173401690816647,0.2208477866430478,0.2594499923288822,-188.47919295279493,-0.0051000118255615,-0.2676441143383087,1.2954779641680556,1.272175388359315,0.839665609356117,1.273177322300405,1.2851788786660474,0.8995215637520655,0.1024389929847202,-0.0528967073421702,0.019759828617596,0.917073220879237,0.9814612443341328,0.7582933585687828,0.7499995434695511,0.8449847348029396,0.9305439397848422,0.864661606654779,-0.0675105292895689,0.0118999928236007,-0.0366094033434023,-0.086705220804961,-0.0096618449395878,-0.016871462189001,60.06943898290072,68.76727364429047,0.8404255005957634,4.337308046366402,3.4292534143644846,2.228416555150286,0.0178999826312065,0.1310000047087669,-0.949061531412975,1.1834533321281977,1.8455228326424444,1.1147811115176836,0.7559808605130135
Laguna de Río Seco,P-8,2020-06-24,37.052218,-3.345488,0.258,2020-07-02 11:10:00,193.0,0.0,6.0,0.0,0.2918729642406106,1.0,8.0,37.05211926032469,-3.3456092287928088,0.1155474931001663,20200702T105621_20200702T110826_T30SVG,S2A_MSIL1C_20200702T105621_N0209_R094_T30SVG_20200702T130627,0.0,-1.0,1.0,2020-06-24 12:00:00,False,False,True,TOA,0.1323,0.0865999981760978,0.0706000030040741,0.1190000027418136,0.1149000003933906,0.1019999980926513,0.1031000018119812,0.100500002503395,0.098300002515316,0.098300002515316,0.0970000028610229,0.0018500015139579,0.9637255328772214,0.8260504222726024,2.750009298324585e-05,0.0001542320695974,-0.0003000060717264,0.0013940013647079,0.0013940013647079,0.0026999995112419,-32.36277869658322,-45.920273381304,8.0127710324727,1.9960785110058223,7.324040840090066,-83.30164590922072,8.528903311237695,1.035683223101702,0.0105123881887666,0.0053632555818689,0.1046008748946203,-0.4168567421271655,1.3178295827271316,0.0102822662652454,0.0053632555818689,0.0029500015079975,0.903076670026034,-0.0053632555818689,-4.96040326292812,-24.32957855904101,0.0101462851640436,-0.004100002348423,-0.0213766360179918,0.147954783211125,1.8780492626909773,-0.0175288682918615,0.0006499998271465,-0.0105123881887665,0.9893307109602592,0.0989000052213668,0.0324000045657157,0.0162000022828578,0.0948000028729438,0.8973020144385637,0.874673648035741,0.0594744231940113,0.3527918923311685,0.9655461995465788,0.3625000125146471,0.6694214979805618,0.0019000013669331,0.8555265637838108,0.0778611522120046,-0.0184722694263845,-0.0778611522120046,0.2914557766786625,-0.4043626626252938,0.1023632584428918,1.1264706131564983,0.2185632584905755,0.2056632561898362,0.2067632599091661,0.1075123910497896,0.2119123925160638,0.2106123928617708,0.2058123935651056,0.2043500021100044,0.3203500062227249,0.3177500069141388,1.0107843503911702,0.3048500046133995,0.1084632573938501,0.205463260254873,0.2237123910974733,0.2172500044107437,918.8917570269492,0.0011000037193298,0.4168567421271655,1.2286765529256218,1.2251250707722328,0.9852941606146524,1.2221359666925913,1.2221359666925913,0.8571428213657603,0.147954783211125,-0.0769230976695595,-0.0053632555818689,0.8877284398905769,1.0050714786860666,1.7333379692637811,1.2972986578870531,0.9637255328772214,1.0,0.8663865498866448,-0.0127701338579478,0.0129000023007392,0.0102822662652454,-0.025125604058627,-0.0175288682918615,-0.0309154645519189,95.0913829258201,97.55145778851752,0.9509804379889626,4.254782344890645,3.291056812013424,2.122186034258477,0.0181000083684921,0.1142000034451484,-0.9114695587482544,1.0376398319700844,1.831932749433224,1.0954773927670514,0.8151260556815059
Laguna-embalse de las Yeguas ,D-6,2020-06-24,37.056234,-3.380245857142857,0.081,2020-06-22 11:10:00,145.0,0.0,3.0,0.0,0.6649006905499846,1.0,2.0,37.0563408061082,-3.38004486379423,0.9065420627593994,20200622T105631_20200622T110906_T30SVG,S2A_MSIL1C_20200622T105631_N0209_R094_T30SVG_20200622T133306,0.0,-1.0,0.0,2020-06-24 12:00:00,False,False,False,TOA,0.1112,0.0209999997168779,0.0165999997407197,0.0781999975442886,0.0586000010371208,0.0359999984502792,0.035300001502037,0.0326999984681606,0.032999999821186,0.0281000006943941,0.0297999996691942,0.0009500030428171,0.7805556084454818,0.421994895875751,-1.749992370605469e-05,0.0017169456360703,0.0024599969387054,0.0008888030499219,0.0008888030499219,-0.002719996869564,-32.37619259800483,-45.888790680265615,8.008158831119724,1.8888889693735595,7.31443704040274,-83.29731909850909,8.528587540284546,1.3344709242368782,-0.0180121963697017,-0.0098176290141701,-0.5508317190668954,0.2445499296043056,1.86725638335013,-0.0181774466307111,-0.0098176290141701,0.0008000023663043,0.903067660035938,0.0098176290141701,-40.31700027723612,-40.108374448567616,-0.0164147850459751,-0.0195999965071678,-0.0453216289866801,0.7201364905655435,0.987095776996032,-0.1432748297545039,-0.003299999050796,0.0180121963697017,1.019829941032773,0.0542000010609626,0.0571999978274107,0.0285999989137053,0.0473999986425042,0.6023890934690577,0.5580204417990787,0.238900662889028,0.4132029601150595,0.7493606506052978,0.4457275107610415,0.6781403803791175,0.001060003042221,0.5631399187225585,0.351787770860449,-0.1232448964321336,-0.351787770860449,0.0949074202825589,-0.5151587161846282,0.0199823706550241,1.6277778766589444,0.0817823718441367,0.0591823692572952,0.058482372309053,0.0117878032994924,0.0502878049535213,0.0470878048015295,0.0398878039938865,0.0696499999612569,0.1275500040501356,0.1249500010162592,0.980555639489569,0.1023499984294176,0.0254823724878669,0.0552823721570611,0.0735878044886051,0.0922500025480985,-1400.7998777021994,-0.0006999969482421,-0.2445499296043056,1.0739089873155698,1.0710224302797942,0.9083333298839904,1.0713547034733255,1.0659532865423098,0.4603580509051884,0.7201364905655435,-0.3695271503863863,0.0098176290141701,0.6143344336713346,0.992600455052482,0.7878797115044868,0.7666675772936002,0.9166667011600969,1.1743771888151409,0.4514066829995086,-0.0382353387502341,0.0226000025868415,-0.015478371688274,-0.0942249081805084,-0.1432748297545039,-0.150982410469549,786.9058864472586,849.4734028992914,0.8277778042227409,4.974664197865139,4.194108589419658,2.1086993513760657,0.0366000030189752,0.0758999958634376,-0.6680421701723239,1.09090904985906,1.2007673336048064,1.427051751105875,0.3810741765345576
Laguna-embalse de las Yeguas ,D-6,2020-06-24,37.056234,-3.380245857142857,0.081,2020-06-17 11:10:00,109.0,1.0,5.0,-1.0,-1.0,0.0,7.0,37.05615980238113,-3.3802689048094563,0.987730085849762,20200617T105619_20200617T110925_T30SVG,S2B_MSIL1C_20200617T105619_N0209_R094_T30SVG_20200617T140248,0.0,40.0,0.0,2020-06-24 12:00:00,False,False,False,TOA,0.1106,0.0135000003501772,0.0104999998584389,0.0855000019073486,0.0599999986588954,0.0302000008523464,0.025900000706315,0.0228000003844499,0.0251000002026557,0.0205000005662441,0.0207000002264976,-0.0005999999120831,0.6788079466114106,0.2935672472832831,-0.0001075000036507,0.0060288139255875,0.0082466670622428,-0.0004845998995006,-0.0004845998995006,-0.0033800028264522,-32.380024469411566,-45.88363837971912,8.005598670407666,1.6125827720624453,7.312262559990305,-83.29466516107917,8.527936930025183,1.4250000636403777,-0.125341992306112,-0.0766488418281957,-5.497455710202431,1.047212049096207,1.8557048699798584,-0.1379861394401722,-0.0766488418281957,-0.001749999821186,0.9030612399954348,0.0766488418281957,-59.73892289406433,-53.85469891595095,-0.1137973344463511,-0.0255000032484531,-0.0652921002671993,0.9216667048508932,0.7247085962386102,-0.1752577536028485,-0.0023999996483325,0.1253419923061121,1.16602316713385,0.0569999981671571,0.0720000015571713,0.0360000007785856,0.0480000008828938,0.4316666880870863,0.3800000149011615,0.3303769176055816,0.4543811954614724,0.7017543546246232,0.4797588148879349,0.6726287194802314,-0.0003533332298199,0.4183333460614088,0.4906832108430105,-0.1913214993036573,-0.4906832108430105,0.0267501284345236,-0.6363807085726069,-0.0559488416016981,1.986754866407023,0.0084511570333555,-0.0213488407731935,-0.0256488409192249,-0.1046419920796143,-0.0743419913971412,-0.0787419913732993,-0.0841419915133702,0.0524000013247132,0.1080999998375773,0.1049999995157122,0.8576158932228213,0.0752000017091631,-0.0507488411218807,-0.030048840895383,-0.0402419934445607,0.0821999991312623,-199.4455497901192,-0.0043000001460313,-1.047212049096207,1.0575916246785129,1.0542365956381985,0.7549668788396239,1.056723767634114,1.0517611040815722,0.3532163763583584,0.9216667048508932,-0.4779602397232299,0.0766488418281957,0.5033333587894843,0.9523281577679448,0.4189189359262694,0.1568628238719493,0.8311258110678371,1.2243902199683914,0.3029239781115018,-0.0636550359842381,0.029799997806549,-0.1126978451720518,-0.1866404798525107,-0.1752577536028485,-0.1287427099755845,1278.478028721982,1452.306196867041,0.6854304517309092,5.866062157766204,5.1872542111547935,2.260425089125735,0.0464000012725591,0.0847000014036893,-0.6753399562908395,1.2031872752395836,1.004678332736125,1.6876227415428044,0.2421052604060644
Laguna-embalse de las Yeguas ,D-6,2020-06-24,37.056234,-3.380245857142857,0.081,2020-06-27 11:10:00,132.0,0.0,10.0,0.0,0.5697559155523777,1.0,3.0,37.05616052320315,-3.380043964682085,0.2379182130098343,20200627T105619_20200627T111033_T30SVG,S2B_MSIL1C_20200627T105619_N0209_R094_T30SVG_20200627T130949,0.0,40.0,0.0,2020-06-24 12:00:00,False,False,False,TOA,0.1292,0.0450999997556209,0.0427000001072883,0.0878000035881996,0.0724999979138374,0.0533000007271766,0.0553000010550022,0.0564000010490417,0.0588999986648559,0.0430999994277954,0.0571999996900558,0.000450000166893,0.8086303722284854,0.6708427819787943,5.0000008195638655e-05,-0.0038983047134795,-0.0036533338328202,7.190015166998187e-05,7.190015166998187e-05,-0.0015000045299529,-32.37040655908064,-45.8997273599852,8.009225051703675,2.0956848138857573,7.318164320060612,-83.29949272128566,8.529790010194107,1.2110345670981324,0.0382698556726327,0.0184162089779426,0.6785435276739769,1.9239300641262704,1.7968754123043251,0.0399662128740438,0.0184162089779426,0.0003000013530254,0.903068989995867,-0.0184162089779426,-29.57756120039524,-34.771771262019875,0.0388126895726408,-0.0153000056743621,0.0243293757101407,0.4758621221206716,1.3354554661568656,-0.0954460731815261,-0.0149499997496604,-0.0382698556726326,0.9638336294815562,0.0700999982655048,0.0427000038325786,0.0213500019162893,0.0652500018477439,0.7627586571895278,0.777931071336999,0.152623190731904,0.3688572961917695,0.8257402613999606,0.4113749219586651,0.6860088311655308,0.0003466668228308,0.812413798064596,0.2543252522675772,-0.1058091419396659,-0.2543252522675772,0.177902596705204,-0.4172177270992089,0.0756162086679984,1.3602250830152625,0.149816205556636,0.1306162083699752,0.1326162086978007,0.0954698553626886,0.1524698553924909,0.1507698564176908,0.138569854790484,0.1101500019431114,0.1846500001847744,0.1857500001788139,1.0375234577962358,0.1665500029921531,0.0737162100329448,0.1309162097230006,0.1696698522513261,0.1293499991297722,518.7616438664583,0.0020000003278255,-1.9239300641262704,1.114957131262262,1.1162568905237142,1.0581613560895216,1.1192221859875189,1.1007419794098934,0.6070614868897366,0.4758621221206716,-0.2445074543294208,-0.0184162089779426,0.7351724449774607,1.01589825397004,0.354838670912696,0.6428569527912413,1.10506562591516,1.3665893143114765,0.6298405329727638,0.0098478063860279,0.0191999971866607,0.0292452256544826,0.0352941081280844,-0.0954460731815261,-0.1329181242167641,339.2717082260207,332.6547069833807,1.0731707112508655,4.64096414791644,3.832333775687955,2.150199230992768,0.0207000039517879,0.0914000011980533,-0.709508377213979,0.9049236321796276,1.4555807943727244,1.1565610722740702,0.6514806076584667
Laguna Mosca,G-11,2020-07-09,37.05974967685366,-3.314857138436956,0.032,2020-07-12 11:10:00,122.0,1.0,16.0,-1.0,-1.0,1.0,3.0,37.05977696329348,-3.31482516154356,-0.0403547659516334,20200712T105621_20200712T111043_T30SVG,S2A_MSIL1C_20200712T105621_N0209_R094_T30SVG_20200712T133217,1.0,-1.0,1.0,2020-07-09 12:00:00,True,False,False,TOA,0.1749,0.1039000004529953,0.0982000008225441,0.1328999996185302,0.1275999993085861,0.1152999997138977,0.1127000004053115,0.1204999983310699,0.1297000050544738,0.1224000006914138,0.1385000050067901,-0.0051999986171722,1.061578499524145,0.975921786506836,-6.499998271465301e-05,-0.002281358433982,-0.000173333287239,-0.0059636985659599,-0.0059636985659599,0.0017399996519088,-32.35857508767695,-45.92445092831775,8.010896779102088,2.0225498639639,7.329518230655789,-83.30452141067087,8.530873720409721,1.0415360528108366,-0.0241105462310873,-0.0114035057334505,-0.2000875233611569,-0.348366575975934,1.430894348340701,-0.0259513527912792,-0.0114035057334505,-0.0020000040531158,0.9030181600108744,0.0114035057334505,-6.734530271261943,-27.9731862991452,-0.0277121229873164,-0.0053000003099441,0.0890595216446946,0.1379310344827586,1.839072192572764,-0.0203454907169769,-0.0117000043392181,0.0241105462310873,1.0230700913862958,0.1218999996781349,0.0289999991655349,0.0144999995827674,0.1155500002205371,0.8832288480876823,0.9443573588088694,0.0506381212193824,0.3687380246142871,0.9601203888250036,0.3515185607456145,0.6833287581461949,-0.0053733319044113,1.01645772537043,0.0207999944686889,0.029869587570087,-0.0207999944686889,0.292708887178661,-0.3657232415482467,0.1270964992733396,1.106678227451945,0.2458964986296095,0.233596499034921,0.2309964997263349,0.1143894587757028,0.2182894592286981,0.2270894591810144,0.2367894594671167,0.2305999994277954,0.3555999994277954,0.3633999973535537,0.9774501360361,0.3510999977588653,0.101296494671861,0.2397964996786512,0.2331894581319726,0.2428999990224838,-375.9424599876671,-0.0025999993085861,0.348366575975934,1.256959315026888,1.2681068761768233,1.0450997279278005,1.2815121293706393,1.270852325196653,0.8675696015413789,0.1379310344827586,-0.0709105558097118,0.0114035057334504,0.903605018328078,0.9892960093904922,1.5,1.1805554405775025,1.1248916337927837,1.059640558184834,0.8480060250474056,0.0334476756776306,0.0122999995946884,-0.0244907129977489,0.0914105786500064,-0.0203454907169769,-0.0352228230402767,76.95676021928035,71.97532803341203,1.2012142701687798,4.139075992954516,3.0774974934303705,2.0350138448372457,0.0076999962329864,0.1499000042676925,-1.0022700969176068,0.8889745198195776,1.8081264138724091,0.946808491900356,1.0421369857361464
Laguna Mosca,G-11,2020-07-09,37.05974967685366,-3.314857138436956,0.032,2020-07-07 11:10:00,194.0,0.0,5.0,0.0,0.5656630033627152,1.0,2.0,37.05977696329348,-3.31482516154356,0.2477064281702041,20200707T105619_20200707T110855_T30SVG,S2B_MSIL1C_20200707T105619_N0209_R094_T30SVG_20200707T130404,0.0,-1.0,1.0,2020-07-09 12:00:00,False,False,False,TOA,0.1362,0.0725999996066093,0.0465999990701675,0.1017000004649162,0.0976999998092651,0.0675999969244003,0.0676999986171722,0.0683000013232231,0.0653999969363212,0.061099998652935,0.0671999976038932,-0.0002500005066394,0.9038461750414796,0.6430678135432507,2.50004231929779e-06,0.0006457610150515,-0.000473337372144,-0.0006132006496191,-0.0006132006496191,0.0096400007605552,-32.36755315896795,-45.90337643052563,8.007719251425563,2.0118344101774053,7.32095232961923,-83.29393198859245,8.524627779705824,1.0409416649279437,0.0014924257293547,0.0007391108356776,0.0218510351455485,0.1683946068819599,1.132890374494363,0.0014290576315743,0.0007391108356776,0.0018000043928623,0.9030879900068044,-0.0007391108356776,-26.780492961220464,-35.16614301951229,0.0014683895094234,-0.004000000655651,-0.0020060146437163,0.3490276725392799,1.884041138415572,-0.0200601838021613,-0.0051999986171722,-0.0014924257293547,0.998522870091366,0.0716999992728233,0.0291000008583068,0.0145500004291534,0.0741499997675418,0.6929375511703131,0.699078827600428,0.1820931849948098,0.4028268701245632,0.9606686269678928,0.4197425040922234,0.683964478041451,-0.0002733339866002,0.6693960804912839,0.2304785989342573,-0.0505050388098846,-0.2304785989342573,0.2382022357155555,-0.4271755183282076,0.0679391084395709,1.4452663351231627,0.163839107581264,0.1337391046963992,0.1338391063891711,0.068692423333248,0.1345924212828482,0.1363924219504202,0.129792421986183,0.1356499977409839,0.233449999243021,0.2340500019490718,1.0014793150491377,0.203949999064207,0.0684391094528498,0.1356391070567431,0.1645924224749411,0.1657500006258487,10014.623625755585,0.0001000016927719,-0.1683946068819599,1.145124954779459,1.1458624003870688,1.0103550951282678,1.1423068622135022,1.137075295976873,0.6647000650478907,0.3490276725392799,-0.2014176259087629,-0.0007391108356776,0.6919139923886638,1.0006049709301146,0.8571413366257596,1.0454553151426278,0.9674556199974474,1.070376405534989,0.6656833658572787,0.0044117846052487,0.0301000028848648,0.0013350982179582,-0.0029673541301449,-0.0200601838021613,-0.0272541853130344,218.5066526362512,216.58711266067445,0.9940828500191444,4.671615790657863,3.767769615616383,2.168751580211369,0.0299000069499015,0.0993999987840652,-0.7680442711571085,1.0336391451244435,1.6263519928251715,1.2270030054913763,0.6607669350707179
Laguna Mosca,G-11,2020-07-09,37.05974967685366,-3.314857138436956,0.032,2020-07-02 11:10:00,197.0,0.0,7.0,0.0,0.5120710956398398,1.0,7.0,37.05977696329348,-3.31482516154356,0.1888412088155746,20200702T105621_20200702T110826_T30SVG,S2A_MSIL1C_20200702T105621_N0209_R094_T30SVG_20200702T130627,0.0,-1.0,1.0,2020-07-09 12:00:00,False,False,False,TOA,0.1431,0.0719000026583671,0.0603000000119209,0.1272000074386596,0.1200999990105629,0.0970000028610229,0.0852999985218048,0.0892999991774559,0.0917999967932701,0.0979999974370002,0.0781000033020973,-0.0078500024974346,1.010309222128685,0.721698045792484,-0.0002925001084804,0.0134627182604902,0.0158066729704539,-0.0080578023791313,-0.0080578023791313,0.0049799934029579,-32.37685358141586,-45.91537702701911,8.001353970590234,1.799999923189893,7.3168054815121,-83.29856590198203,8.527748579046877,1.0591174728275587,-0.1262748051337968,-0.0641799465192996,-1.414051582272302,-2.6928097314276016,1.3073597234447234,-0.1298099307181158,-0.0641799465192996,-0.0051000006496906,0.902992949961871,0.0641799465192996,-23.26029400762916,-37.79114944890142,-0.1104374332448027,-0.0071000084280967,-0.0764253904813638,0.2514571592542695,1.7828110944596371,-0.0287101020741566,0.0130499973893165,0.1262748051337968,1.1371630075260473,0.1084999963641166,0.0553000047802925,0.0276500023901462,0.0937500037252903,0.7102414589887099,0.7435470434067355,0.1064025608033091,0.3843224178110634,0.9441823269427037,0.3584655903780679,0.6663800381941237,-0.0075933357079823,0.7643630104043233,0.1013296741564873,0.0051281773048667,-0.1013296741564873,0.2611094743012863,-0.4578131244036819,0.0139200567827976,1.2381442831773577,0.1477200492845333,0.1246200531349934,0.1129200487957752,-0.0481748018316994,0.0508251901812781,0.0371251966901053,0.0498251956053008,0.1784499995410442,0.286849994212389,0.2908499948680401,0.8793814021224169,0.2677499987185001,0.0211200520025051,0.0992200553046024,0.0856251906700362,0.2015499956905841,-75.16077572507824,-0.0117000043392181,2.6928097314276016,1.1993003182335442,1.2045679168444194,0.920618521067476,1.2078837249368708,1.216186252487736,0.7625785942489018,0.2514571592542695,-0.1347011739083737,0.0641799465192996,0.8076603135732892,0.9461077649085482,-0.5194803561182301,-1.2499982089971386,0.946391691604348,0.9367346856542944,0.6705974334391409,0.022909511502634,0.0230999961495399,-0.1385770514384718,-0.1079383146412839,-0.0287101020741566,-0.039644025549569,120.8590647725176,115.44544391267,0.8051546494693957,4.296997755993875,3.28668853386519,2.061178307829014,0.0247000008821487,0.1337000057101249,-1.03583333336956,1.0566449482505216,1.6147797603818446,1.173043919490331,0.6139937007453392
Laguna-embalse de las Yeguas ,D-6,2020-07-30,37.056234,-3.380245857142857,0.044,2020-08-06 11:10:00,188.0,0.0,3.0,0.0,0.6503737308084965,0.0,7.0,37.05616052320315,-3.380043964682085,0.9736841917037964,20200806T105619_20200806T111033_T30SVG,S2B_MSIL1C_20200806T105619_N0209_R094_T30SVG_20200806T131525,0.0,40.0,0.0,2020-07-30 12:00:00,False,False,False,TOA,0.1062,0.0228000003844499,0.0157999992370605,0.0803000032901763,0.0595999993383884,0.0364999994635582,0.0344999991357326,0.0351999998092651,0.034800000488758,0.0307000000029802,0.031599998474121,-0.001350000500679,0.8410959028542256,0.4333748326634924,-5.0000008195638655e-05,0.0025762711667408,0.0026933334767818,-0.0014857005104422,-0.0014857005104422,-0.0031800024211406,-32.37580216948241,-45.88852942931596,8.007245729232023,1.9095890402570184,7.314214519091883,-83.29745218041614,8.527904419751279,1.34731550640228,-0.0559063045116281,-0.028169019257495,-1.5882472958682463,-2.755379430708032,1.8961040720326008,-0.0552710066724836,-0.028169019257495,-0.000450000166893,0.9030487599950284,0.028169019257495,-42.81505248186739,-42.11281308576466,-0.0501886121259635,-0.0207000039517879,-0.0350250242842856,0.7348994012220827,0.9466464046758992,-0.1479628560604574,-0.0024999994784593,0.0559063045116281,1.0579710254471888,0.052599998190999,0.0575000029057264,0.0287500014528632,0.0480500012636184,0.5788590523273908,0.5906040302016038,0.2403746114756696,0.4242902238554284,0.7422166487716656,0.4410413470147902,0.6843925660051828,-0.0013066671788692,0.5838926321320168,0.3200442917630056,-0.086309516467571,-0.3200442917630056,0.0895691344919535,-0.4839659051446259,0.003430979216626,1.6328767182008703,0.0662309805696514,0.0431309806948212,0.0411309803669956,-0.024306306037507,0.0133936951128625,0.0101936930982256,0.0063936939654731,0.0703499987721443,0.1279499977827072,0.1286499984562397,0.9452054696652158,0.1055499985814094,0.0063309798782375,0.0379309783523586,0.0384936953155183,0.0934499986469745,-472.6026573669957,-0.0020000003278255,2.755379430708032,1.0735370259303316,1.074315919629611,0.9643835705918028,1.0738707003609833,1.0693283807559528,0.454545429240642,0.7348994012220827,-0.375000023920956,0.0281690192574951,0.6124161051801975,0.9791883418027156,-0.5384621997558502,-0.1764714905552877,0.9534246849373956,1.133550504409767,0.4296388259295782,0.0100430514222084,0.0230999998748302,-0.0487591919878885,-0.0719530269871853,-0.1479628560604574,-0.1492202263978126,794.1235177671348,778.3312734399441,0.8657533955766412,4.793905675196773,3.9528097723425466,2.0114417159059763,0.0377000030130147,0.0806000046432018,-0.7379267336841833,1.048850544566782,1.1718554747012435,1.3817915025523984,0.3935242488089278
